joyful,241,8.22,-1.22,5.98,-2.54,6.6,-1.8,1,,,,,
baby,31,8.22,-1.2,5.53,-2.8,5,-2.8,62,,,,,
happy,200,8.21,-1.82,6.49,-2.77,6.63,-2.43,98,,,,,
promotion,332,8.2,-1.15,6.44,-2.58,6.79,-2.28,26,,,,,
graduate,192,8.19,-1.13,7.25,-2.25,6.94,-2.44,30,,,,,
lucky,266,8.17,-1.06,6.53,-2.34,6.05,-2.25,21,,,,,
terrific,431,8.16,-1.12,6.23,-2.73,6.6,-2.15,5,,,,,
vacation,468,8.16,-1.36,5.64,-2.99,6.8,-2.08,47,,,,,
god,190,8.15,-1.27,5.95,-2.84,5.88,-2.89,318,,,,,
rainbow,343,8.14,-1.23,4.64,-2.88,4.72,-2.37,4,,,,,
music,291,8.13,-1.09,5.32,-3.19,6.39,-2.44,216,,,,,
valentine,469,8.11,-1.35,6.06,-2.91,5.81,-2.45,2,,,,,
joke,826,8.1,-1.36,6.74,-1.84,6.15,-1.86,22,,,,,
cheer,69,8.1,-1.17,6.12,-2.45,6,-2.06,8,,,,,
thrill,438,8.05,-1.48,8.02,-1.65,6.54,-2.3,5,,,,,
sex,384,8.05,-1.53,7.36,-1.91,5.75,-2.25,84,,,,,
passion,306,8.03,-1.27,7.26,-2.57,6.13,-2.24,28,,,,,
millionaire,278,8.03,-1.42,6.14,-2.7,6.97,-2.4,2,,,,,
proud,334,8.03,-1.56,5.56,-3.01,6.74,-2.73,50,,,,,
beach,34,8.03,-1.59,5.53,-3.07,5.44,-2.52,61,,,,,
rollercoaster,528,8.02,-1.63,8.06,-1.71,5.1,-2.76,.,,,,,
sexy,530,8.02,-1.12,7.36,-1.91,6.82,-2.13,2,,,,,
engaged,143,8,-1.38,6.77,-2.07,6.49,-2.22,47,,,,,
diploma,119,8,-1.39,5.67,-2.8,6.76,-2.5,.,,,,,
hug,218,8,-1.55,5.35,-2.76,5.79,-2.41,3,,,,,
ecstasy,735,7.98,-1.52,7.38,-1.92,6.68,-2.08,6,,,,,
confident,79,7.98,-1.29,6.22,-2.41,7.68,-1.94,16,,,,,
liberty,255,7.98,-1.22,5.6,-2.65,6.29,-2.44,46,,,,,
acceptance,625,7.98,-1.42,5.4,-2.7,6.64,-1.91,49,,,,,
aroused,24,7.97,-1,6.63,-2.7,6.14,-1.97,20,,,,,
satisfied,372,7.94,-1.19,4.94,-2.63,6.14,-2.37,36,,,,,
fame,157,7.93,-1.29,6.55,-2.46,6.85,-2.14,18,,,,,
handsome,199,7.93,-1.47,5.95,-2.73,5.19,-2.22,40,,,,,
diamond,117,7.92,-1.2,5.53,-2.96,5.54,-2.28,8,,,,,
snuggle,404,7.92,-1.24,4.16,-2.8,5.66,-2.47,4,,,,,
pillow,315,7.92,-1.4,2.97,-2.52,4.56,-2.17,8,,,,,
home,209,7.91,-1.63,4.21,-2.94,5.9,-2.3,547,,,,,
merry,872,7.9,-1.49,5.9,-2.42,6.64,-1.66,8,,,,,
achievement,3,7.89,-1.38,5.53,-2.81,6.56,-2.35,65,,,,,
waterfall,487,7.88,-1.03,5.37,-2.84,5.2,-2.18,2,,,,,
luxury,268,7.88,-1.49,4.75,-2.91,6.4,-2.45,21,,,,,
party,305,7.86,-1.83,6.69,-2.84,5.83,-2.46,216,,,,,
sunrise,420,7.86,-1.35,5.06,-3.05,5.29,-2.41,10,,,,,
birthday,39,7.84,-1.92,6.68,-2.11,5.89,-2.61,18,,,,,
caress,64,7.84,-1.16,5.14,-3,5.83,-2.13,1,,,,,
wedding,491,7.82,-1.56,5.97,-2.85,6.68,-2.08,32,,,,,
beauty,35,7.82,-1.16,4.95,-2.57,5.53,-2.1,71,,,,,
kindness,246,7.82,-1.39,4.3,-2.62,5.67,-2.63,5,,,,,
adorable,6,7.81,-1.24,5.12,-2.71,5.74,-2.48,3,,,,,
christmas,686,7.8,-1.55,6.27,-2.56,5.37,-2.09,27,,,,,
triumph,451,7.8,-1.83,5.78,-2.6,6.98,-2.2,22,,,,,
enjoyment,145,7.8,-1.2,5.2,-2.72,6.46,-1.77,21,,,,,
truth,458,7.8,-1.29,5,-2.77,6.47,-2.11,126,,,,,
justice,242,7.78,-1.35,5.47,-2.54,6.47,-2.26,114,,,,,
trophy,453,7.78,-1.22,5.39,-2.44,6.44,-2.32,8,,,,,
gift,184,7.77,-2.24,6.14,-2.76,5.52,-2.54,33,,,,,
sunlight,1003,7.76,-1.43,6.1,-2.3,5.63,-2.15,17,,,,,
spring,993,7.76,-1.51,5.67,-2.51,6.26,-1.98,127,,,,,
outstanding,922,7.75,-1.75,6.24,-2.59,6.4,-2.29,37,,,,,
pretty,326,7.75,-1.26,6.03,-2.22,5.5,-1.97,107,,,,,
admired,5,7.74,-1.84,6.11,-2.36,7.53,-1.94,17,,,,,
friend,174,7.74,-1.24,5.74,-2.57,6.74,-1.89,133,,,,,
car,551,7.73,-1.63,6.24,-2.04,6.98,-2.06,274,,,,,
progress,947,7.73,-1.34,6.02,-2.58,6.76,-2.05,120,,,,,
savior,373,7.73,-1.56,5.8,-3.01,6.64,-2.18,6,,,,,
cuddle,94,7.72,-1.92,4.4,-2.67,5.85,-2.42,.,,,,,
peace,308,7.72,-1.75,2.95,-2.55,5.45,-2.84,198,,,,,
rescue,352,7.7,-1.24,6.53,-2.56,6.45,-2.29,15,,,,,
riches,359,7.7,-1.95,6.17,-2.7,6.74,-2.43,2,,,,,
wealthy,488,7.7,-1.34,5.8,-2.73,6.77,-2.57,12,,,,,
honest,210,7.7,-1.43,5.32,-1.92,6.24,-2.13,47,,,,,
desire,508,7.69,-1.39,7.35,-1.76,6.49,-1.83,79,,,,,
sunset,421,7.68,-1.72,4.2,-2.99,5.66,-2.08,14,,,,,
honor,211,7.66,-1.24,5.9,-1.83,6.7,-2.04,66,,,,,
food,514,7.65,-1.37,5.92,-2.11,6.18,-2.48,147,,,,,
thoughtful,437,7.65,-1.03,5.72,-2.3,5.61,-2.11,11,,,,,
improve,226,7.65,-1.16,5.69,-2.15,6.08,-2.25,39,,,,,
family,158,7.65,-1.55,4.8,-2.71,6,-1.87,331,,,,,
nature,293,7.65,-1.37,4.37,-2.51,4.95,-2.72,191,,,,,
respect,354,7.64,-1.29,5.19,-2.39,6.89,-2.11,125,,,,,
profit,331,7.63,-1.3,6.68,-1.78,5.85,-2.47,28,,,,,
leader,844,7.63,-1.59,6.27,-2.18,7.88,-1.6,74,,,,,
cute,97,7.62,-1.01,5.53,-2.71,4.86,-2.32,5,,,,,
untroubled,464,7.62,-1.41,3.89,-2.54,5.53,-2.54,.,,,,,
intimate,821,7.61,-1.51,6.98,-2.21,5.86,-2.29,21,,,,,
adventure,630,7.6,-1.5,6.98,-2.15,6.46,-1.67,14,,,,,
beautiful,654,7.6,-1.64,6.17,-2.34,6.29,-1.81,127,,,,,
money,282,7.59,-1.4,5.7,-2.66,6.25,-2.33,265,,,,,
kind,245,7.59,-1.67,4.46,-2.55,5.95,-1.93,313,,,,,
knowledge,249,7.58,-1.32,5.92,-2.32,6.78,-2.41,145,,,,,
freedom,173,7.58,-2.04,5.52,-2.72,6.76,-2.29,128,,,,,
spouse,407,7.58,-1.48,5.21,-2.75,5.53,-1.97,3,,,,,
dog,511,7.57,-1.66,5.76,-2.5,6.25,-2.1,75,,,,,
secure,381,7.57,-1.76,3.14,-2.47,5.93,-2.57,30,,,,,
talent,427,7.56,-1.25,6.27,-1.8,6.49,-1.75,40,,,,,
puppy,336,7.56,-1.9,5.85,-2.78,5.51,-2.39,2,,,,,
fireworks,513,7.55,-1.5,6.67,-2.12,5.51,-1.98,5,,,,,
holiday,791,7.55,-2.14,6.59,-2.73,6.3,-2.17,17,,,,,
glory,189,7.55,-1.68,6.02,-2.71,6.85,-2.23,21,,,,,
loyal,265,7.55,-1.9,5.16,-2.42,6.91,-2.23,18,,,,,
sun,532,7.55,-1.85,5.04,-2.66,6.16,-2.09,112,,,,,
gold,191,7.54,-1.63,5.76,-2.79,5.85,-2.46,52,,,,,
carefree,63,7.54,-1.38,4.17,-2.84,5.78,-2.5,9,,,,,
reward,358,7.53,-1.67,4.95,-2.62,6,-2.14,15,,,,,
angel,16,7.53,-1.58,4.83,-2.63,4.97,-2.34,18,,,,,
flirt,754,7.52,-1.19,6.91,-1.69,6.24,-2.33,1,,,,,
wise,497,7.52,-1.23,3.91,-2.64,6.7,-2.39,36,,,,,
bed,549,7.51,-1.38,3.61,-2.56,6.88,-1.78,127,,,,,
excitement,152,7.5,-2.2,7.67,-1.91,6.18,-2.17,32,,,,,
applause,640,7.5,-1.5,5.8,-2.79,6.48,-2.11,14,,,,,
bright,671,7.5,-1.55,5.4,-2.33,6.34,-1.82,87,,,,,
luscious,267,7.5,-1.08,5.34,-2.51,5.68,-1.84,2,,,,,
memories,871,7.48,-1.61,6.1,-2.1,5.88,-1.92,15,,,,,
surprised,422,7.47,-1.56,7.47,-2.09,6.11,-2.19,58,,,,,
dollar,729,7.47,-1.72,6.07,-2.67,6.33,-2.42,46,,,,,
outdoors,521,7.47,-1.8,5.92,-2.55,6.27,-2.24,6,,,,,
eat,136,7.47,-1.73,5.69,-2.51,5.6,-2.12,61,,,,,
good,766,7.47,-1.45,5.43,-2.85,6.41,-2.05,807,,,,,
magical,858,7.46,-1.64,5.95,-2.36,5.73,-2.19,12,,,,,
elated,138,7.45,-1.77,6.21,-2.3,5.53,-2.35,3,,,,,
refreshment,347,7.44,-1.29,4.45,-2.7,5,-1.92,2,,,,,
erotic,512,7.43,-1.53,7.24,-1.97,6.39,-2.16,8,,,,,
elegant,139,7.43,-1.26,4.53,-2.65,5.95,-2.09,14,,,,,
couple,506,7.41,-1.97,6.39,-2.31,6.02,-2.28,122,,,,,
silly,981,7.41,-1.8,5.88,-2.38,6,-2.09,15,,,,,
jolly,827,7.41,-1.92,5.57,-2.8,6.39,-1.72,4,,,,,
devoted,116,7.41,-1.37,5.23,-2.21,6.18,-2.36,51,,,,,
fantasy,746,7.41,-1.9,5.14,-2.82,6.43,-2.05,14,,,,,
warmth,483,7.41,-1.81,3.73,-2.4,5.61,-1.67,28,,,,,
grin,773,7.4,-1.87,5.27,-2.64,6,-1.86,13,,,,,
heart,787,7.39,-1.53,6.34,-2.25,5.49,-2.11,173,,,,,
cozy,88,7.39,-1.53,3.32,-2.28,4.89,-2.28,1,,,,,
grateful,193,7.37,-0.97,4.58,-2.14,6.18,-1.77,25,,,,,
sky,572,7.37,-1.4,4.27,-2.17,5.16,-2,58,,,,,
intercourse,819,7.36,-1.57,7,-2.07,6.4,-1.78,9,,,,,
treat,1019,7.36,-1.38,5.62,-2.25,5.78,-1.82,26,,,,,
fascinate,159,7.34,-1.68,5.83,-2.73,6.15,-1.89,3,,,,,
bride,670,7.34,-1.71,5.55,-2.74,5.74,-2.36,33,,,,,
people,525,7.33,-1.7,5.94,-2.09,6.14,-2.02,847,,,,,
impressed,225,7.33,-1.84,5.42,-2.65,5.51,-2.21,30,,,,,
bath,502,7.33,-1.45,4.16,-2.31,6.41,-1.87,26,,,,,
imagine,805,7.32,-1.52,5.98,-2.14,7.07,-1.99,61,,,,,
wit,1035,7.32,-1.9,5.42,-2.44,6.38,-2.01,20,,,,,
gentle,183,7.31,-1.3,3.21,-2.57,5.1,-2.16,27,,,,,
festive,749,7.3,-2.26,6.58,-2.29,5.77,-2.34,2,,,,,
circus,72,7.3,-1.84,5.97,-2.59,5.39,-2.25,7,,,,,
heaven,205,7.3,-2.39,5.61,-3.2,6.15,-2.56,43,,,,,
soothe,988,7.3,-1.85,4.4,-3.08,5.36,-2.24,2,,,,,
dazzle,717,7.29,-1.09,6.33,-2.02,5.62,-1.81,1,,,,,
protected,333,7.29,-1.79,4.09,-2.77,5.8,-2.54,31,,,,,
life,258,7.27,-1.88,6.02,-2.62,5.72,-2.51,715,,,,,
star,409,7.27,-1.66,5.83,-2.44,4.68,-2.15,25,,,,,
bird,38,7.27,-1.36,3.17,-2.23,4.42,-2.26,31,,,,,
prestige,945,7.26,-1.9,5.86,-2.08,6.9,-1.96,29,,,,,
king,247,7.26,-1.67,5.51,-2.77,7.38,-2.1,88,,,,,
scholar,374,7.26,-1.42,5.12,-2.46,6.59,-2.02,15,,,,,
blossom,44,7.26,-1.18,5.03,-2.65,5.53,-2.21,7,,,,,
cake,59,7.26,-1.27,5,-2.37,5.16,-2.05,9,,,,,
house,563,7.26,-1.72,4.56,-2.41,6.08,-2.12,591,,,,,
perfection,310,7.25,-2.05,5.95,-2.73,6.71,-2.26,11,,,,,
alive,635,7.25,-2.22,5.5,-2.74,6.39,-2.15,57,,,,,
sailboat,529,7.25,-1.71,4.88,-2.73,5.86,-1.71,1,,,,,
bunny,54,7.24,-1.32,4.06,-2.61,4.97,-2.18,1,,,,,
twilight,1022,7.23,-1.8,4.7,-2.41,5.59,-1.82,4,,,,,
respectful,355,7.22,-1.27,4.6,-2.67,5.67,-2.38,4,,,,,
lively,849,7.2,-1.97,5.53,-2.9,6.09,-1.95,26,,,,,
easygoing,135,7.2,-1.5,4.3,-2.52,5.25,-1.75,1,,,,,
sleep,399,7.2,-1.77,2.8,-2.66,5.41,-2.41,65,,,,,
palace,302,7.19,-1.78,5.1,-2.75,5.69,-2.17,38,,,,,
bless,42,7.19,-1.69,4.05,-2.59,5.52,-2.22,9,,,,,
champ,682,7.18,-1.97,6,-2.43,6.77,-2,1,,,,,
politeness,320,7.18,-1.5,3.74,-2.37,5.74,-1.7,5,,,,,
butterfly,58,7.17,-1.2,3.47,-2.39,4.65,-2.27,2,,,,,
dinner,509,7.16,-1.5,5.43,-2.14,6.1,-1.87,91,,,,,
capable,62,7.16,-1.39,5.08,-2.07,6.47,-1.94,66,,,,,
brave,668,7.15,-1.64,6.15,-2.45,7.22,-1.86,24,,,,,
inspired,233,7.15,-1.85,6.02,-2.67,6.67,-2.31,25,,,,,
learn,252,7.15,-1.49,5.39,-2.22,6.34,-2.17,84,,,,,
earth,134,7.15,-1.67,4.24,-2.49,5.61,-2.3,150,,,,,
dancer,507,7.14,-1.56,6,-2.2,6.02,-1.93,31,,,,,
useful,466,7.14,-1.6,4.26,-2.47,5.93,-2.1,58,,,,,
exercise,155,7.13,-1.58,6.84,-2.06,5.68,-2.44,58,,,,,
lust,519,7.12,-1.62,6.88,-1.85,5.49,-2.27,5,,,,,
ocean,297,7.12,-1.72,4.95,-2.79,5.53,-2.75,34,,,,,
soft,986,7.12,-1.34,4.63,-2.61,6,-1.8,61,,,,,
strong,414,7.11,-1.48,5.92,-2.28,6.92,-2.43,202,,,,,
brother,52,7.11,-2.17,4.71,-2.68,5.12,-2.31,73,,,,,
travel,1018,7.1,-2,6.21,-2.51,6.31,-2.08,61,,,,,
song,987,7.1,-1.97,6.07,-2.42,5.85,-2.12,70,,,,,
hopeful,212,7.1,-1.46,5.78,-2.09,5.41,-1.92,12,,,,,
easy,734,7.1,-1.91,4.48,-2.82,7,-1.63,125,,,,,
dignified,118,7.1,-1.26,4.12,-2.29,6.12,-2.4,7,,,,,
masterful,271,7.09,-1.78,5.2,-2.85,7.18,-2.56,2,,,,,
wish,1034,7.09,-2,5.16,-2.62,5.28,-2.09,110,,,,,
heal,786,7.09,-1.46,4.77,-2.23,5.79,-1.8,2,,,,,
father,161,7.08,-2.2,5.92,-2.6,5.63,-2.89,383,,,,,
snow,575,7.08,-1.83,5.75,-2.47,5.8,-1.97,59,,,,,
child,70,7.08,-1.98,5.55,-2.29,5.1,-2.3,213,,,,,
agreement,631,7.08,-1.59,5.02,-2.24,6.22,-1.85,106,,,,,
melody,870,7.07,-1.79,4.98,-2.52,5.46,-1.78,21,,,,,
comfort,696,7.07,-2.14,3.93,-2.85,5.7,-2.05,43,,,,,
safe,967,7.07,-1.9,3.86,-2.72,5.81,-2.06,58,,,,,
skijump,531,7.06,-1.73,7.06,-2.1,4.9,-2.32,.,,,,,
hope,794,7.05,-1.96,5.44,-2.47,5.52,-2.2,178,,,,,
ambition,14,7.04,-1.98,5.61,-2.92,6.93,-2.07,19,,,,,
bouquet,667,7.02,-1.84,5.46,-2.47,6.15,-1.8,4,,,,,
color,694,7.02,-1.57,4.73,-2.64,6.17,-1.82,141,,,,,
idea,800,7,-1.34,5.86,-1.81,6.26,-2,195,,,,,
pride,327,7,-2.11,5.83,-2.48,7.06,-2.15,42,,,,,
incentive,809,7,-1.72,5.69,-2.45,5.93,-2.02,12,,,,,
spirit,406,7,-1.32,5.56,-2.62,5.82,-2.42,182,,,,,
jewel,239,7,-1.72,5.38,-2.54,5.59,-2.19,1,,,,,
greet,770,7,-1.52,5.27,-2.31,5.95,-2.07,7,,,,,
toy,1017,7,-2.01,5.11,-2.84,6.09,-1.84,4,,,,,
sapphire,371,7,-1.88,5,-2.72,5.55,-2.24,.,,,,,
relaxed,350,7,-1.77,2.39,-2.13,5.55,-1.9,14,,,,,
game,760,6.98,-1.97,5.89,-2.37,5.7,-1.65,123,,,,,
famous,745,6.98,-2.07,5.73,-2.68,6.32,-2.18,89,,,,,
interest,234,6.97,-1.53,5.66,-2.26,5.88,-1.78,330,,,,,
inspire,232,6.97,-1.91,5,-2.53,6.34,-2.11,3,,,,,
yacht,1037,6.95,-1.79,5.61,-2.72,6.1,-2.13,4,,,,,
optimism,918,6.95,-2.24,5.34,-2.58,6.61,-2.06,15,,,,,
present,943,6.95,-1.85,5.12,-2.39,5.83,-1.78,377,,,,,
infant,811,6.95,-2.08,5.05,-2.66,5.67,-2.48,11,,,,,
advantage,629,6.95,-1.85,4.76,-2.18,6.36,-2.23,73,,,,,
bliss,660,6.95,-2.24,4.41,-2.95,6.12,-2.15,4,,,,,
wink,1033,6.93,-1.83,5.44,-2.68,5.7,-1.77,7,,,,,
decorate,719,6.93,-1.3,5.14,-2.39,6.05,-1.86,2,,,,,
tender,1011,6.93,-1.28,4.88,-2.3,5.33,-1.75,11,,,,,
tune,1021,6.93,-1.47,4.71,-2.09,5.74,-1.82,10,,,,,
kids,835,6.91,-1.99,5.27,-2.36,5.07,-2.03,32,,,,,
nectar,294,6.9,-1.53,3.89,-2.48,4.54,-2.06,3,,,,,
dove,730,6.9,-1.54,3.79,-2.28,5.48,-1.7,4,,,,,
silk,391,6.9,-1.27,3.71,-2.51,4.81,-1.93,12,,,,,
young,1038,6.89,-2.12,5.64,-2.51,5.3,-2.49,385,,,,,
humane,796,6.89,-1.7,4.5,-1.91,5.7,-1.91,5,,,,,
thankful,433,6.89,-2.29,4.34,-2.31,5.32,-2,6,,,,,
mail,859,6.88,-1.74,5.63,-2.36,5.67,-1.79,47,,,,,
ace,626,6.88,-1.93,5.5,-2.66,6.39,-2.31,15,,,,,
chocolate,505,6.88,-1.89,5.29,-2.55,5.18,-1.97,9,,,,,
social,985,6.88,-1.82,4.98,-2.59,5.91,-2.07,380,,,,,
leisurely,253,6.88,-1.81,3.8,-2.38,5.15,-1.9,5,,,,,
girl,185,6.87,-1.64,4.29,-2.69,5.8,-2.16,220,,,,,
kitten,517,6.86,-2.13,5.08,-2.45,6.86,-2.01,5,,,,,
movie,288,6.86,-1.81,4.93,-2.54,5,-1.79,29,,,,,
river,362,6.85,-1.69,4.51,-2.42,5.1,-1.86,165,,,,,
breeze,669,6.85,-1.71,4.37,-2.32,5.54,-1.67,14,,,,,
powerful,324,6.84,-1.8,5.83,-2.69,7.19,-2.52,63,,,,,
beverage,657,6.83,-1.48,5.21,-2.46,5.63,-2.17,5,,,,,
mobility,881,6.83,-1.79,5,-2.18,6.43,-1.48,8,,,,,
nude,520,6.82,-1.63,6.41,-2.09,5.96,-2.29,20,,,,,
muscular,290,6.82,-1.63,5.47,-2.2,6.58,-2.28,16,,,,,
intellect,818,6.82,-1.96,4.75,-2.5,6.3,-1.98,5,,,,,
lake,250,6.82,-1.54,3.95,-2.44,4.9,-2.1,54,,,,,
casino,680,6.81,-1.66,6.51,-2.12,5.12,-2.15,2,,,,,
penthouse,933,6.81,-1.64,5.52,-2.49,6.52,-1.82,1,,,,,
health,204,6.81,-1.88,5.13,-2.35,5.83,-1.91,105,,,,,
bold,45,6.8,-1.61,5.6,-2.21,6.67,-1.81,21,,,,,
daylight,716,6.8,-2.17,4.77,-2.5,5.48,-2.14,15,,,,,
vigorous,476,6.79,-1.54,5.9,-2.66,5.41,-2.22,29,,,,,
zest,1040,6.79,-2.04,5.59,-2.66,6,-1.99,5,,,,,
pet,935,6.79,-2.32,5.1,-2.59,5.85,-2.28,8,,,,,
space,574,6.78,-1.66,5.14,-2.54,5.2,-2.44,184,,,,,
charm,68,6.77,-1.58,5.16,-2.25,5.57,-2.25,26,,,,,
restaurant,960,6.76,-1.85,5.41,-2.55,5.73,-1.41,41,,,,,
perfume,934,6.76,-1.48,5.05,-2.36,5.93,-1.69,10,,,,,
glamour,187,6.76,-1.6,4.68,-2.23,5.76,-2.49,5,,,,,
blue,544,6.76,-1.78,4.31,-2.2,5.63,-1.64,143,,,,,
youth,1039,6.75,-2.29,5.67,-2.52,5.11,-2.55,82,,,,,
sugar,1002,6.74,-1.73,5.64,-2.18,5.5,-1.5,34,,,,,
infatuation,516,6.73,-2.08,7.02,-1.87,4.9,-2.28,4,,,,,
radiant,954,6.73,-2.17,5.39,-2.82,5.61,-2.17,8,,,,,
man,537,6.73,-1.7,5.24,-2.31,5.53,-2.23,1207,,,,,
radio,341,6.73,-1.47,4.78,-2.82,5.28,-1.85,120,,,,,
dream,132,6.73,-1.75,4.53,-2.72,5.53,-1.98,64,,,,,
honey,792,6.73,-1.7,4.51,-2.25,5.44,-1.47,25,,,,,
patriot,930,6.71,-1.69,5.17,-2.53,5.9,-1.54,10,,,,,
garden,761,6.71,-1.74,4.39,-2.35,6.02,-1.71,60,,,,,
awed,30,6.7,-1.38,5.74,-2.31,5.3,-2.03,5,,,,,
education,137,6.69,-1.77,5.74,-2.46,6.15,-2.35,214,,,,,
pasta,524,6.69,-1.64,4.94,-2.04,5.8,-1.47,.,,,,,
bathtub,652,6.69,-1.57,4.36,-2.59,5.76,-1.76,4,,,,,
trust,457,6.68,-2.71,5.3,-2.66,6.61,-2.04,52,,,,,
mind,877,6.68,-1.84,5,-2.68,6.37,-2.19,325,,,,,
art,643,6.68,-2.1,4.86,-2.88,5.3,-2.33,208,,,,,
astronaut,501,6.66,-1.6,5.28,-2.11,5.2,-1.95,2,,,,,
taste,1007,6.66,-1.57,5.22,-2.38,5.5,-1.65,59,,,,,
pizza,526,6.65,-2.23,5.24,-2.09,5.69,-1.9,3,,,,,
quick,953,6.64,-1.61,6.57,-1.78,6.57,-1.91,68,,,,,
woman,498,6.64,-1.76,5.32,-2.59,6.33,-1.52,224,,,,,
cuisine,709,6.64,-1.48,4.39,-1.99,5.41,-1.19,1,,,,,
flower,168,6.64,-1.78,4,-2.44,4.98,-2.17,23,,,,,
answer,639,6.63,-1.68,5.41,-2.43,5.85,-1.88,152,,,,,
memory,274,6.62,-1.5,5.42,-2.25,5.11,-2.12,76,,,,,
vision,480,6.62,-1.84,4.66,-2.43,6.02,-1.96,56,,,,,
athletics,644,6.61,-2.08,6.1,-2.29,6.12,-2.12,9,,,,,
water,486,6.61,-1.78,4.97,-2.49,5.08,-1.99,442,,,,,
letter,846,6.61,-1.59,4.9,-2.37,5.73,-1.48,145,,,,,
abundance,624,6.59,-2.01,5.51,-2.63,5.8,-2.16,13,,,,,
mountain,287,6.59,-1.66,5.49,-2.43,5.46,-2.36,33,,,,,
natural,896,6.59,-1.57,4.09,-2.37,5.57,-1.69,156,,,,,
smooth,984,6.58,-1.78,4.91,-2.57,5.09,-2.09,42,,,,,
crown,90,6.58,-1.42,4.28,-2.53,6.06,-2.15,19,,,,,
lottery,853,6.57,-2.04,5.36,-2.45,4.81,-2.11,1,,,,,
identity,801,6.57,-1.99,4.95,-2.24,6.4,-1.89,55,,,,,
muffin,888,6.57,-2.04,4.76,-2.42,5.51,-1.63,.,,,,,
rabbit,527,6.57,-1.92,4.02,-2.19,6.08,-1.72,11,,,,,
astonished,28,6.56,-1.61,6.58,-2.22,5.16,-1.79,6,,,,,
nice,902,6.55,-2.44,4.38,-2.69,5.58,-2.2,75,,,,,
power,323,6.54,-2.21,6.67,-1.87,7.28,-2.35,342,,,,,
mighty,276,6.54,-2.19,5.61,-2.38,7.23,-2.11,29,,,,,
swimmer,576,6.54,-1.64,4.82,-2.49,5.96,-1.91,.,,,,,
clothing,74,6.54,-1.85,4.78,-2.88,5.33,-2.14,20,,,,,
candy,61,6.54,-2.09,4.58,-2.4,5.33,-1.91,16,,,,,
innocent,814,6.51,-1.34,4.21,-1.99,5.28,-2.08,37,,,,,
breast,51,6.5,-1.78,5.37,-2.39,5.39,-2.27,11,,,,,
world,500,6.5,-2.03,5.32,-2.39,5.26,-2.47,787,,,,,
adult,546,6.49,-1.5,4.76,-1.95,5.75,-2.21,25,,,,,
option,919,6.49,-1.31,4.74,-2.23,6.34,-1.8,5,,,,,
saint,968,6.49,-1.7,4.49,-1.9,5.37,-2.11,16,,,,,
reunion,961,6.48,-2.45,6.34,-2.35,5.64,-1.95,11,,,,,
employment,147,6.47,-1.81,5.28,-2.12,5.73,-2.08,47,,,,,
white,542,6.47,-1.59,4.37,-2.14,5.98,-1.73,365,,,,,
swift,1005,6.46,-1.76,5.39,-2.53,6.29,-1.85,32,,,,,
agility,22,6.46,-1.57,4.85,-1.8,5.87,-1.52,3,,,,,
